Problem name: dC_00
Number of times: 100
Lower value of k: -15.0
Upper value of k: 15.0
Times    b                                                                                  a 
1      002.000   0.190,0.122,0.184,0.288,0.342,0.037,0.107,0.188,0.278,0.050,0.167,0.041,0.294,0.058,0.011,0.042,0.214,0.052,0.215,0.161,0.288,0.060,0.092,0.285,0.236,0.243,0.130,0.057,0.066,0.173
2     -000.761   0.190,0.243,0.161,0.288,0.342,0.052,0.107,0.188,0.050,0.278,0.042,0.041,0.092,0.011,0.058,0.167,0.288,0.037,0.215,0.184,0.214,0.060,0.294,0.285,0.236,0.122,0.130,0.057,0.066,0.173
3     -012.277   0.058,0.243,0.188,0.294,0.050,0.052,0.107,0.161,0.342,0.122,0.042,0.057,0.236,0.011,0.190,0.167,0.288,0.037,0.215,0.060,0.214,0.184,0.288,0.285,0.092,0.278,0.130,0.041,0.066,0.173
4     -026.994   0.058,0.243,0.037,0.294,0.214,0.215,0.190,0.184,0.342,0.060,0.092,0.057,0.236,0.011,0.107,0.167,0.288,0.188,0.052,0.122,0.050,0.161,0.288,0.285,0.042,0.278,0.173,0.041,0.066,0.130
5     -022.826   0.058,0.243,0.173,0.057,0.214,0.050,0.190,0.184,0.188,0.107,0.092,0.294,0.236,0.122,0.060,0.066,0.288,0.342,0.052,0.011,0.215,0.285,0.288,0.161,0.042,0.278,0.037,0.041,0.167,0.130
6     -025.514   0.058,0.243,0.057,0.173,0.214,0.042,0.190,0.294,0.092,0.288,0.188,0.184,0.167,0.122,0.278,0.066,0.288,0.342,0.052,0.130,0.215,0.285,0.107,0.161,0.050,0.060,0.037,0.041,0.236,0.011
7     -027.215   0.058,0.243,0.294,0.173,0.184,0.042,0.130,0.057,0.107,0.188,0.288,0.214,0.167,0.122,0.278,0.066,0.052,0.285,0.288,0.190,0.215,0.342,0.092,0.161,0.050,0.060,0.037,0.041,0.011,0.236
8     -021.657   0.058,0.243,0.294,0.173,0.041,0.042,0.066,0.057,0.214,0.285,0.050,0.107,0.167,0.052,0.278,0.130,0.122,0.188,0.288,0.011,0.215,0.236,0.092,0.161,0.288,0.060,0.037,0.184,0.190,0.342
9     -007.009   0.243,0.058,0.294,0.173,0.278,0.042,0.037,0.057,0.214,0.285,0.122,0.107,0.167,0.052,0.041,0.342,0.050,0.190,0.161,0.011,0.288,0.236,0.092,0.288,0.215,0.060,0.066,0.184,0.188,0.130
10    -006.571   0.243,0.058,0.294,0.173,0.037,0.042,0.278,0.057,0.130,0.285,0.122,0.041,0.184,0.188,0.107,0.060,0.050,0.190,0.161,0.011,0.288,0.288,0.066,0.236,0.215,0.342,0.092,0.167,0.052,0.214
11    -001.902   0.042,0.058,0.294,0.173,0.037,0.243,0.214,0.184,0.130,0.285,0.122,0.041,0.057,0.066,0.107,0.060,0.050,0.161,0.190,0.011,0.052,0.167,0.188,0.215,0.236,0.342,0.092,0.288,0.288,0.278
12     006.752   0.042,0.060,0.294,0.173,0.037,0.243,0.167,0.184,0.130,0.285,0.122,0.066,0.107,0.041,0.057,0.058,0.288,0.052,0.092,0.011,0.161,0.214,0.188,0.215,0.236,0.342,0.190,0.278,0.050,0.288
13     017.259   0.042,0.288,0.294,0.278,0.342,0.243,0.236,0.184,0.130,0.215,0.122,0.188,0.052,0.041,0.057,0.058,0.060,0.107,0.092,0.190,0.161,0.214,0.066,0.285,0.167,0.037,0.011,0.173,0.050,0.288
14     012.301   0.342,0.058,0.294,0.278,0.042,0.285,0.236,0.130,0.184,0.215,0.052,0.188,0.122,0.167,0.011,0.288,0.050,0.107,0.092,0.190,0.161,0.214,0.066,0.243,0.041,0.037,0.057,0.173,0.060,0.288
15    -001.353   0.342,0.041,0.294,0.042,0.278,0.052,0.236,0.130,0.184,0.215,0.285,0.188,0.050,0.190,0.011,0.288,0.122,0.066,0.092,0.167,0.288,0.037,0.107,0.243,0.058,0.214,0.057,0.173,0.060,0.161
16    -006.610   0.215,0.041,0.294,0.050,0.288,0.236,0.052,0.214,0.184,0.342,0.285,0.188,0.042,0.190,0.011,0.278,0.122,0.066,0.167,0.092,0.288,0.161,0.060,0.243,0.058,0.130,0.057,0.173,0.107,0.037
17    -005.866   0.058,0.042,0.167,0.050,0.288,0.278,0.052,0.060,0.066,0.190,0.285,0.188,0.041,0.342,0.011,0.236,0.122,0.184,0.294,0.092,0.288,0.161,0.214,0.243,0.215,0.107,0.057,0.173,0.130,0.037
18    -008.027   0.184,0.215,0.288,0.050,0.288,0.214,0.052,0.060,0.011,0.190,0.285,0.188,0.041,0.342,0.066,0.236,0.122,0.058,0.294,0.243,0.167,0.161,0.278,0.092,0.042,0.130,0.057,0.037,0.107,0.173
19    -010.850   0.184,0.342,0.060,0.050,0.285,0.066,0.167,0.288,0.188,0.190,0.288,0.011,0.041,0.215,0.214,0.236,0.122,0.058,0.130,0.173,0.052,0.161,0.278,0.092,0.042,0.294,0.057,0.037,0.107,0.243
20    -023.125   0.161,0.050,0.060,0.342,0.285,0.041,0.167,0.092,0.188,0.214,0.173,0.011,0.066,0.215,0.190,0.236,0.122,0.058,0.130,0.288,0.052,0.184,0.243,0.288,0.037,0.294,0.057,0.042,0.107,0.278
21    -030.822   0.161,0.050,0.060,0.342,0.066,0.184,0.167,0.122,0.188,0.214,0.288,0.011,0.285,0.058,0.294,0.236,0.092,0.215,0.130,0.173,0.278,0.041,0.057,0.288,0.037,0.190,0.243,0.042,0.107,0.052
22    -037.243   0.161,0.050,0.042,0.342,0.188,0.184,0.294,0.122,0.066,0.214,0.288,0.011,0.243,0.278,0.167,0.236,0.057,0.052,0.107,0.173,0.058,0.041,0.092,0.288,0.037,0.190,0.285,0.060,0.130,0.215
23    -032.090   0.161,0.188,0.042,0.342,0.050,0.184,0.294,0.214,0.190,0.122,0.288,0.052,0.058,0.278,0.167,0.236,0.060,0.011,0.107,0.041,0.243,0.173,0.092,0.288,0.130,0.066,0.285,0.057,0.037,0.215
