Problem name: dC_03
Number of times: 100
Lower value of k: -15.0
Upper value of k: 15.0
Times    b                                                                                  a 
1      002.000   0.211,0.051,0.224,0.269,0.132,0.288,0.033,0.010,0.229,0.137,0.140,0.071,0.178,0.201,0.035,0.284,0.021,0.126,0.104,0.205,0.287,0.279,0.161,0.129,0.228,0.234,0.063,0.114,0.209,0.198
2      016.059   0.178,0.051,0.035,0.269,0.071,0.010,0.033,0.288,0.126,0.137,0.063,0.132,0.211,0.201,0.224,0.284,0.021,0.229,0.104,0.228,0.287,0.279,0.198,0.129,0.205,0.234,0.140,0.114,0.209,0.161
3      022.158   0.201,0.051,0.205,0.269,0.071,0.010,0.104,0.288,0.224,0.021,0.129,0.279,0.211,0.178,0.126,0.284,0.137,0.229,0.033,0.114,0.287,0.132,0.198,0.063,0.035,0.234,0.140,0.228,0.209,0.161
4      032.197   0.201,0.051,0.279,0.209,0.071,0.035,0.104,0.114,0.198,0.229,0.140,0.205,0.211,0.178,0.126,0.284,0.132,0.021,0.033,0.288,0.287,0.137,0.224,0.063,0.010,0.234,0.129,0.228,0.269,0.161
5      034.286   0.201,0.051,0.114,0.209,0.033,0.140,0.269,0.279,0.198,0.234,0.035,0.021,0.211,0.178,0.126,0.010,0.132,0.205,0.071,0.288,0.129,0.137,0.224,0.063,0.284,0.229,0.287,0.228,0.104,0.161
6      028.825   0.201,0.287,0.114,0.209,0.033,0.126,0.269,0.279,0.035,0.229,0.198,0.137,0.211,0.178,0.140,0.129,0.132,0.205,0.071,0.228,0.010,0.021,0.284,0.063,0.224,0.234,0.051,0.288,0.104,0.161
7      015.324   0.211,0.104,0.035,0.209,0.284,0.126,0.269,0.129,0.114,0.229,0.198,0.137,0.201,0.224,0.140,0.279,0.132,0.205,0.021,0.228,0.010,0.071,0.033,0.063,0.178,0.288,0.051,0.234,0.287,0.161
8      006.925   0.211,0.129,0.035,0.288,0.234,0.126,0.269,0.104,0.114,0.229,0.051,0.137,0.201,0.224,0.033,0.279,0.178,0.071,0.021,0.010,0.228,0.205,0.140,0.063,0.132,0.209,0.198,0.284,0.287,0.161
9      008.911   0.063,0.234,0.035,0.288,0.129,0.126,0.269,0.104,0.137,0.229,0.051,0.114,0.201,0.161,0.209,0.279,0.178,0.284,0.021,0.198,0.228,0.140,0.205,0.211,0.132,0.033,0.010,0.071,0.287,0.224
10     000.101   0.140,0.228,0.035,0.021,0.129,0.126,0.269,0.104,0.137,0.010,0.051,0.114,0.178,0.211,0.279,0.209,0.201,0.284,0.288,0.198,0.234,0.063,0.071,0.161,0.132,0.033,0.229,0.205,0.287,0.224
